table,count
table_BiGO_betty_plain_methratio_v1.txt514F6,114
table_BiGO_betty_plain_methratio_v1.txt13935,114
table_BiGO_betty_plain_methratio_v1.txt6BE17,114
table_BiGO_betty_plain_methratio_v1.txtB73A6,114
table_BiGO_betty_plain_methratio_v1.txtE44F1,114
table_BiGO_betty_plain_methratio_v1.txt36B4F,114
table_BiGO_betty_plain_methratio_v1.txt64DCD,114
table_BiGO_betty_plain_methratio_v1.txt57941,114
table_BiGO_betty_plain_methratio_v1.txtF78FE,114
table_BiGO_betty_plain_methratio_v1.txt0E796,114
table_BiGO_betty_plain_methratio_v1.txtF4A0F,114
table_BiGO_betty_plain_methratio_v1.txt33ED9,114
table_BiGO_betty_plain_methratio_v1.txtBA72B,114
table_BiGO_betty_plain_methratio_v1.txtE9A76,114
table_BiGO_betty_plain_methratio_v1.txt7E14F,114
table_BiGO_betty_plain_methratio_v1.txt4038D,114
table_BiGO_betty_plain_methratio_v1.txt06931,114
table_BiGO_betty_plain_methratio_v1.txt4FAD0,114
table_BiGO_betty_plain_methratio_v1.txtE0EBB,114
table_BiGO_betty_plain_methratio_v1.txt4F8E4,114
table_BiGO_betty_plain_methratio_v1.txt331C8,114
table_BiGO_betty_plain_methratio_v1.txt0C0A5,114
table_BiGO_betty_plain_methratio_v1.txt2317C,114
table_BiGO_betty_plain_methratio_v1.txtC2DC4,114
table_BiGO_betty_plain_methratio_v1.txtE0413,114
table_BiGO_betty_plain_methratio_v1.txtCCF15,114
table_BiGO_betty_plain_methratio_v1.txt69348,114
table_BiGO_betty_plain_methratio_v1.txtF3CAD,114
table_BiGO_betty_plain_methratio_v1.txtD1194,114
table_BiGO_betty_plain_methratio_v1.txt28E25,114
table_BiGO_betty_plain_methratio_v1.txt2901F,114
table_BiGO_betty_plain_methratio_v1.txt22FBD,114
table_BiGO_betty_plain_methratio_v1.txt87796,114
table_BiGO_betty_plain_methratio_v1.txt1F36F,114
table_BiGO_betty_plain_methratio_v1.txt5DF7F,114
table_BiGO_betty_plain_methratio_v1.txtF50DC,114
table_BiGO_betty_plain_methratio_v1.txt678B3,114
table_BiGO_betty_plain_methratio_v1.txt02EDE,114
table_BiGO_betty_plain_methratio_v1.txtC5738,114
table_BiGO_betty_plain_methratio_v1.txt6EDF4,114
table_BiGO_betty_plain_methratio_v1.txt4D8EB,114
table_BiGO_betty_plain_methratio_v1.txtA6FE1,114
table_BiGO_betty_plain_methratio_v1.txt5DF34,114
table_BiGO_betty_plain_methratio_v1.txtFE536,114
table_BiGO_betty_plain_methratio_v1.txt0788E,114
table_BiGO_betty_plain_methratio_v1.txtC83A2,114
table_BiGO_betty_plain_methratio_v1.txtF161F,114
table_BiGO_betty_plain_methratio_v1.txt3BAA6,114
table_BiGO_betty_plain_methratio_v1.txt2913A,114
table_BiGO_betty_plain_methratio_v1.txt09F7B,114
table_BiGO_betty_plain_methratio_v1.txt26908,114
table_BiGO_betty_plain_methratio_v1.txtCD576,114
table_BiGO_betty_plain_methratio_v1.txtAE6D2,114
table_BiGO_betty_plain_methratio_v1.txt738BA,114
table_BiGO_betty_plain_methratio_v1.txt8CB9D,114
table_BiGO_betty_plain_methratio_v1.txt04E02,114
table_BiGO_betty_plain_methratio_v1.txt84702,114
table_BiGO_betty_plain_methratio_v1.txt8FA25,114
table_BiGO_betty_plain_methratio_v1.txt23B7D,114
table_BiGO_betty_plain_methratio_v1.txtF5270,114
table_BiGO_betty_plain_methratio_v1.txt33AE4,114
table_BiGO_betty_plain_methratio_v1.txt57579,114
table_BiGO_betty_plain_methratio_v1.txtD4187,114
table_BiGO_betty_plain_methratio_v1.txt47C40,114
table_BiGO_betty_plain_methratio_v1.txt95FD0,114
table_BiGO_betty_plain_methratio_v1.txt36A82,114
table_BiGO_betty_plain_methratio_v1.txt46FCA,114
table_BiGO_betty_plain_methratio_v1.txt3FE56,114
table_BiGO_betty_plain_methratio_v1.txt4393F,114
table_BiGO_betty_plain_methratio_v1.txt3782D,114
table_BiGO_betty_plain_methratio_v1.txtD16C9,114
table_BiGO_betty_plain_methratio_v1.txt65EA9,114
table_BiGO_betty_plain_methratio_v1.txtB834E,114
table_BiGO_betty_plain_methratio_v1.txt9D76E,114
table_BiGO_betty_plain_methratio_v1.txtE9A64,114
table_BiGO_betty_plain_methratio_v1.txtD68C0,114
table_BiGO_betty_plain_methratio_v1.txt19AB6,114
table_BiGO_betty_plain_methratio_v1.txt5C80B,114
table_BiGO_betty_plain_methratio_v1.txt53850,114
table_BiGO_betty_plain_methratio_v1.txtD8CFF,114
table_BiGO_betty_plain_methratio_v1.txt705C8,114
table_BiGO_betty_plain_methratio_v1.txt430D8,114
table_BiGO_betty_plain_methratio_v1.txt32852,114
table_BiGO_betty_plain_methratio_v1.txt12D4B,114
table_BiGO_betty_plain_methratio_v1.txt03E05,114
table_BiGO_betty_plain_methratio_v1.txtF62DB,114
table_BiGO_betty_plain_methratio_v1.txt6951F,114
table_BiGO_betty_plain_methratio_v1.txt8C34E,114
table_BiGO_betty_plain_methratio_v1.txtCA388,114
table_BiGO_betty_plain_methratio_v1.txtE9774,114
table_BiGO_betty_plain_methratio_v1.txtBFE89,114
table_BiGO_betty_plain_methratio_v1.txtE678E,114
table_BiGO_betty_plain_methratio_v1.txt08B2C,114
table_BiGO_betty_plain_methratio_v1.txt0EFE7,114
table_BiGO_betty_plain_methratio_v1.txt00500,114
table_BiGO_betty_plain_methratio_v1.txt61383,114
table_BiGO_betty_plain_methratio_v1.txt4CD75,114
table_BiGO_betty_plain_methratio_v1.txtAAE73,114
table_BiGO_betty_plain_methratio_v1.txt541FB,114
table_BiGO_betty_plain_methratio_v1.txt9C9CF,114
table_BiGO_betty_plain_methratio_v1.txt7EC4D,114
table_BiGO_betty_plain_methratio_v1.txtF0553,114
table_BiGO_betty_plain_methratio_v1.txt88431,114
table_BiGO_betty_plain_methratio_v1.txt534F8,114
table_BiGO_betty_plain_methratio_v1.txt053CB,114
table_BiGO_betty_plain_methratio_v1.txt0BEFE,114
table_BiGO_betty_plain_methratio_v1.txt4699C,114
table_BiGO_betty_plain_methratio_v1.txtE500A,114
table_BiGO_betty_plain_methratio_v1.txtA2E1B,114
table_BiGO_betty_plain_methratio_v1.txt07858,114
table_BiGO_betty_plain_methratio_v1.txt65A42,114
table_BiGO_betty_plain_methratio_v1.txtC4461,114
table_BiGO_betty_plain_methratio_v1.txt646B1,114
table_BiGO_betty_plain_methratio_v1.txt5C0E0,114
table_BiGO_betty_plain_methratio_v1.txt1D7B0,114
table_BiGO_betty_plain_methratio_v1.txt5990F,114
table_BiGO_betty_plain_methratio_v1.txt7E5BE,114
table_BiGO_betty_plain_methratio_v1.txtD2F87,114
table_BiGO_betty_plain_methratio_v1.txtC4910,114
table_BiGO_betty_plain_methratio_v1.txtF7120,114
table_BiGO_betty_plain_methratio_v1.txt12D66,114
table_BiGO_betty_plain_methratio_v1.txt1059E,114
table_BiGO_betty_plain_methratio_v1.txt98643,114
table_BiGO_betty_plain_methratio_v1.txtA9406,114
table_BiGO_betty_plain_methratio_v1.txt207E6,114
table_BiGO_betty_plain_methratio_v1.txtE6007,114
table_BiGO_betty_plain_methratio_v1.txt9A873,114
table_BiGO_betty_plain_methratio_v1.txtB4BC7,114
table_BiGO_betty_plain_methratio_v1.txt08A8C,114
table_BiGO_betty_plain_methratio_v1.txt0C443,114
table_BiGO_betty_plain_methratio_v1.txt39382,114
table_BiGO_betty_plain_methratio_v1.txt278A2,114
table_BiGO_betty_plain_methratio_v1.txt152C5,114
table_BiGO_betty_plain_methratio_v1.txtA71DC,114
table_BiGO_betty_plain_methratio_v1.txtD0607,114
table_BiGO_betty_plain_methratio_v1.txt8D986,114
table_BiGO_betty_plain_methratio_v1.txt3D342,114
table_BiGO_betty_plain_methratio_v1.txt33C1C,114
table_BiGO_betty_plain_methratio_v1.txtE3AF7,114
table_BiGO_betty_plain_methratio_v1.txt55B8E,114
table_BiGO_betty_plain_methratio_v1.txt79B0D,114
table_BiGO_betty_plain_methratio_v1.txt472C2,114
table_BiGO_betty_plain_methratio_v1.txt28EA8,114
table_BiGO_betty_plain_methratio_v1.txt64BB5,114
table_BiGO_betty_plain_methratio_v1.txt61392,114
table_BiGO_betty_plain_methratio_v1.txt117FF,114
table_BiGO_betty_plain_methratio_v1.txt99A49,114
table_BiGO_betty_plain_methratio_v1.txtCAAAC,114
table_BiGO_betty_plain_methratio_v1.txt02D74,114
table_BiGO_betty_plain_methratio_v1.txt9EA65,114
table_BiGO_betty_plain_methratio_v1.txt25699,114
table_BiGO_betty_plain_methratio_v1.txt6EAB5,114
table_BiGO_betty_plain_methratio_v1.txtD3BCD,114
table_BiGO_betty_plain_methratio_v1.txtDD62C,114
table_BiGO_betty_plain_methratio_v1.txt25CA8,114
table_BiGO_betty_plain_methratio_v1.txt73408,114
table_BiGO_betty_plain_methratio_v1.txtDD760,114
table_BiGO_betty_plain_methratio_v1.txt87CCE,114
table_BiGO_betty_plain_methratio_v1.txt31F7D,114
table_BiGO_betty_plain_methratio_v1.txtFBD06,114
table_BiGO_betty_plain_methratio_v1.txt91A7F,114
table_BiGO_betty_plain_methratio_v1.txt9CFA2,114
table_BiGO_betty_plain_methratio_v1.txtC8D28,114
table_BiGO_betty_plain_methratio_v1.txtB2BEB,114
table_BiGO_betty_plain_methratio_v1.txt81F78,114
table_BiGO_betty_plain_methratio_v1.txtA974A,114
table_BiGO_betty_plain_methratio_v1.txtB3692,114
table_BiGO_betty_plain_methratio_v1.txt913A8,114
table_BiGO_betty_plain_methratio_v1.txtF94EB,114
table_BiGO_betty_plain_methratio_v1.txtC1D30,114
table_BiGO_betty_plain_methratio_v1.txt7FAD6,114
table_BiGO_betty_plain_methratio_v1.txt66D6F,114
table_BiGO_betty_plain_methratio_v1.txt14126,114
table_BiGO_betty_plain_methratio_v1.txtA7821,114
table_BiGO_betty_plain_methratio_v1.txt3CDEF,114
table_BiGO_betty_plain_methratio_v1.txt9C28A,114
table_BiGO_betty_plain_methratio_v1.txt857D9,114
table_BiGO_betty_plain_methratio_v1.txt3990C,114
table_BiGO_betty_plain_methratio_v1.txt5E630,114
table_BiGO_betty_plain_methratio_v1.txtC986B,114
table_BiGO_betty_plain_methratio_v1.txt7FD62,114
table_BiGO_betty_plain_methratio_v1.txtD6083,114
table_BiGO_betty_plain_methratio_v1.txt5156D,114
table_BiGO_betty_plain_methratio_v1.txt1A377,114
table_BiGO_betty_plain_methratio_v1.txt5AA72,114
table_BiGO_betty_plain_methratio_v1.txt19EFA,114
table_BiGO_betty_plain_methratio_v1.txtFF416,114
table_BiGO_betty_plain_methratio_v1.txt823F0,114
table_BiGO_betty_plain_methratio_v1.txt48FB3,114
table_BiGO_betty_plain_methratio_v1.txt29E7D,114
table_BiGO_betty_plain_methratio_v1.txtCF6E5,114
table_BiGO_betty_plain_methratio_v1.txtF4C9C,114
table_BiGO_betty_plain_methratio_v1.txt2F9B4,114
table_BiGO_betty_plain_methratio_v1.txt6DD76,114
table_BiGO_betty_plain_methratio_v1.txt1ADC5,114
table_BiGO_betty_plain_methratio_v1.txtFB9C4,114
table_BiGO_betty_plain_methratio_v1.txt3B931,114
table_BiGO_betty_plain_methratio_v1.txtD5F9B,114
table_BiGO_betty_plain_methratio_v1.txt77B3E,114
table_BiGO_betty_plain_methratio_v1.txt6083C,114
table_BiGO_betty_plain_methratio_v1.txt93FEB,114
table_BiGO_betty_plain_methratio_v1.txtAC274,114
table_BiGO_betty_plain_methratio_v1.txtA0573,114
table_BiGO_betty_plain_methratio_v1.txt75D3F,114
table_BiGO_betty_plain_methratio_v1.txtA3A55,114
table_BiGO_betty_plain_methratio_v1.txt6EB4A,114
table_BiGO_betty_plain_methratio_v1.txt7AA56,114
table_BiGO_betty_plain_methratio_v1.txt94451,114
table_BiGO_betty_plain_methratio_v1.txt77E91,114
table_BiGO_betty_plain_methratio_v1.txtCC78F,114
table_BiGO_betty_plain_methratio_v1.txtBB6AB,114
table_BiGO_betty_plain_methratio_v1.txtED5B9,114
table_BiGO_betty_plain_methratio_v1.txt6B79C,114
table_BiGO_betty_plain_methratio_v1.txt75F5B,114
table_BiGO_betty_plain_methratio_v1.txtCE7C5,114
table_BiGO_betty_plain_methratio_v1.txt042DF,114
table_BiGO_betty_plain_methratio_v1.txtB0C00,114
table_BiGO_betty_plain_methratio_v1.txtE2913,114
table_BiGO_betty_plain_methratio_v1.txt2AEEF,114
table_BiGO_betty_plain_methratio_v1.txt54F1F,114
table_BiGO_betty_plain_methratio_v1.txt2B136,114
table_BiGO_betty_plain_methratio_v1.txt5C8CA,114
table_BiGO_betty_plain_methratio_v1.txt047E7,114
table_BiGO_betty_plain_methratio_v1.txt354CA,114
table_BiGO_betty_plain_methratio_v1.txtB351F,114
table_BiGO_betty_plain_methratio_v1.txt54B5A,114
table_BiGO_betty_plain_methratio_v1.txt06BF2,114
table_BiGO_betty_plain_methratio_v1.txt8E8DC,114
table_BiGO_betty_plain_methratio_v1.txt3614C,114
table_BiGO_betty_plain_methratio_v1.txt2BFA2,114
table_BiGO_betty_plain_methratio_v1.txtA83CE,114
table_BiGO_betty_plain_methratio_v1.txt20CBE,114
table_BiGO_betty_plain_methratio_v1.txtAAB70,114
table_BiGO_betty_plain_methratio_v1.txt2CF7F,114
table_BiGO_betty_plain_methratio_v1.txt7235C,114
table_BiGO_betty_plain_methratio_v1.txtB135E,114
table_BiGO_betty_plain_methratio_v1.txtDE17A,114
table_BiGO_betty_plain_methratio_v1.txtF93BE,114
table_BiGO_betty_plain_methratio_v1.txt63C69,114
table_BiGO_betty_plain_methratio_v1.txt66673,114
table_BiGO_betty_plain_methratio_v1.txtFED87,114
table_BiGO_betty_plain_methratio_v1.txtAB1D5,114
table_BiGO_betty_plain_methratio_v1.txt70468,114
table_BiGO_betty_plain_methratio_v1.txt4A59C,114
table_BiGO_betty_plain_methratio_v1.txtF1A02,114
table_BiGO_betty_plain_methratio_v1.txtA3A31,114
table_BiGO_betty_plain_methratio_v1.txt529D2,114
table_BiGO_betty_plain_methratio_v1.txt400A7,114
table_BiGO_betty_plain_methratio_v1.txt3E02D,114
table_BiGO_betty_plain_methratio_v1.txt7490D,114
table_BiGO_betty_plain_methratio_v1.txt2BCBB,114
table_BiGO_betty_plain_methratio_v1.txt7C8F5,114
table_BiGO_betty_plain_methratio_v1.txt8C4EB,114
table_BiGO_betty_plain_methratio_v1.txtDD6B4,114
table_BiGO_betty_plain_methratio_v1.txt34A53,114
table_BiGO_betty_plain_methratio_v1.txt7C389,114
table_BiGO_betty_plain_methratio_v1.txt3F590,114
table_BiGO_betty_plain_methratio_v1.txtB6D89,114
table_BiGO_betty_plain_methratio_v1.txt3F046,114
table_BiGO_betty_plain_methratio_v1.txtA4743,114
table_BiGO_betty_plain_methratio_v1.txt09AB1,114
table_BiGO_betty_plain_methratio_v1.txt4153E,114
table_BiGO_betty_plain_methratio_v1.txt77D64,114
table_BiGO_betty_plain_methratio_v1.txt008FD,114
table_BiGO_betty_plain_methratio_v1.txt888E2,114
table_BiGO_betty_plain_methratio_v1.txt3B172,114
table_BiGO_betty_plain_methratio_v1.txt9843E,114
table_BiGO_betty_plain_methratio_v1.txtE5137,114
table_BiGO_betty_plain_methratio_v1.txt236C4,114
table_BiGO_betty_plain_methratio_v1.txt20F9A,114
table_BiGO_betty_plain_methratio_v1.txt7DBCC,114
table_BiGO_betty_plain_methratio_v1.txtF873B,114
table_BiGO_betty_plain_methratio_v1.txt309B1,114
table_BiGO_betty_plain_methratio_v1.txt6BDAD,114
table_BiGO_betty_plain_methratio_v1.txtB1E7A,114
table_BiGO_betty_plain_methratio_v1.txt91766,114
table_BiGO_betty_plain_methratio_v1.txtF708A,114
table_BiGO_betty_plain_methratio_v1.txtACB1F,114
table_BiGO_betty_plain_methratio_v1.txt890A6,114
table_BiGO_betty_plain_methratio_v1.txtAC278,114
table_BiGO_betty_plain_methratio_v1.txtDBDCB,114
table_BiGO_betty_plain_methratio_v1.txtB99D6,114
table_BiGO_betty_plain_methratio_v1.txt6D02E,114
table_BiGO_betty_plain_methratio_v1.txt032BA,114
table_BiGO_betty_plain_methratio_v1.txt03EEE,114
table_BiGO_betty_plain_methratio_v1.txtEF86A,114
table_BiGO_betty_plain_methratio_v1.txtD9B4D,114
table_BiGO_betty_plain_methratio_v1.txt825D1,114
table_BiGO_betty_plain_methratio_v1.txtD6E0F,114
table_BiGO_betty_plain_methratio_v1.txt5E5F1,114
table_BiGO_betty_plain_methratio_v1.txt3A8C8,114
table_BiGO_betty_plain_methratio_v1.txt109D5,114
table_BiGO_betty_plain_methratio_v1.txt03E4D,114
table_BiGO_betty_plain_methratio_v1.txt25A8A,114
table_BiGO_betty_plain_methratio_v1.txt9F15A,114
table_BiGO_betty_plain_methratio_v1.txtDFE95,114
table_BiGO_betty_plain_methratio_v1.txtCD33D,114
table_BiGO_betty_plain_methratio_v1.txtCBF29,114
table_BiGO_betty_plain_methratio_v1.txt83A9B,114
table_BiGO_betty_plain_methratio_v1.txtE0170,114
table_BiGO_betty_plain_methratio_v1.txt97C02,114
table_BiGO_betty_plain_methratio_v1.txt52440,114
table_BiGO_betty_plain_methratio_v1.txtFA22D,114
table_BiGO_betty_plain_methratio_v1.txt2EE9F,114
table_BiGO_betty_plain_methratio_v1.txt63B0F,114
table_BiGO_betty_plain_methratio_v1.txt99640,114
table_BiGO_betty_plain_methratio_v1.txtECA56,114
table_BiGO_betty_plain_methratio_v1.txt401D5,114
table_BiGO_betty_plain_methratio_v1.txt782D9,114
table_BiGO_betty_plain_methratio_v1.txt6E0D8,114
table_BiGO_betty_plain_methratio_v1.txt3DC59,114
table_BiGO_betty_plain_methratio_v1.txt37A17,114
table_BiGO_betty_plain_methratio_v1.txtB0BF8,114
table_BiGO_betty_plain_methratio_v1.txt62AFF,114
table_BiGO_betty_plain_methratio_v1.txtA330F,114
table_BiGO_betty_plain_methratio_v1.txt71C3D,114
table_BiGO_betty_plain_methratio_v1.txtD15C5,114
table_BiGO_betty_plain_methratio_v1.txt3EAE8,114
table_BiGO_betty_plain_methratio_v1.txt02DA6,114
table_BiGO_betty_plain_methratio_v1.txt25085,114
table_BiGO_betty_plain_methratio_v1.txt26DB5,114
table_BiGO_betty_plain_methratio_v1.txtAB00E,114
table_BiGO_betty_plain_methratio_v1.txtFF3E5,114
table_BiGO_betty_plain_methratio_v1.txt15E1E,114
